Title,Abstract,StoreId,AccessionNumber,AlternateTitle,ArticleType,AuthorAffiliation,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,elecPubDate,entryDate,issn,issue,language,languageOfSummary,originalTitle,pages,placeOfPublication,pubdate,pubtitle,year,volume,DocumentURL,classification,classificationCodes,documentFeatures,majorClassificationCodes,notes,startPage,subjectClassifications,subjectHeadings,subjectTerms,subjects,substances,URL,FindACopy,Database
Teaching the Blind to Find Their Way by Playing Video Games,"Computer based video games are receiving great interest as a means to learn and acquire new skills. As a novel approach to teaching navigation skills in the blind, we have developed Audio-based Environment Simulator (AbES); a virtual reality environment set within the context of a video game metaphor. Despite the fact that participants were naïve to the overall purpose of the software, we found that early blind users were able to acquire relevant information regarding the spatial layout of a previously unfamiliar building using audio based cues alone. This was confirmed by a series of behavioral performance tests designed to assess the transfer of acquired spatial information to a large-scale, real-world indoor navigation task. Furthermore, learning the spatial layout through a goal directed gaming strategy allowed for the mental manipulation of spatial information as evidenced by enhanced navigation performance when compared to an explicit route learning strategy. We conclude that the immersive and highly interactive nature of the software greatly engages the blind user to actively explore the virtual environment. This in turn generates an accurate sense of a large-scale three-dimensional space and facilitates the learning and transfer of navigation skills to the physical world.",1344575936,,,Scholarly Journals,,"Merabet, Lotfi B;Connors, Erin C;Halko, Mark A;Sánchez, Jaime",," Harvard Medical School
611310"," ©  Merabet et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License: https://creativecommons.org/licenses/by/4.0/ (the “License”), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited. Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.", 10.1371/journal.pone.0044958, Journal Article,, Sep 2012,,9, English, English,,, San Francisco,Sep-12,PLoS One,2012,7,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/teaching-blind-find-their-way-playing-video-games/docview/1344575936/se-2?accountid=14664,,,,,, e44958,,," Behavior , Computer & video games , Brain research , Performance tests , Skills , Blindness , Neurosciences , Rehabilitation , Biology , Computer applications , Virtual reality , Transfer learning , Computer simulation , Visual impairment , Cues , Navigation , Computer programs , Spatial data , Learning , Virtual reality , Spatial memory , Cognitive models , Audio data , Education , Spatial discrimination learning , Virtual environments , Computer & video games , Massachusetts , Chile"," Learning , Blindness , Games , Video games , Retinopathy of prematurity , Gemstones , Retinitis pigmentosa , Vision",,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=Teaching+the+Blind+to+Find+Their+Way+by+Playing+Video+Games&amp;author=Merabet%2C+Lotfi+B%3BConnors%2C+Erin+C%3BHalko%2C+Mark+A%3BS%C3%A1nchez%2C+Jaime&amp;volume=7&amp;issue=9&amp;spage=e44958&amp;date=2012-09-01&amp;rft.btitle=&amp;rft.jtitle=PLoS+One&amp;issn=&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
Is Learning in Low Immersive Environments Carried over to High Immersive Environments?,"  One of the more debated issues regarding training simulators is their validity for transfer of skills to sensory environments that differ from the simulator. In two experiments, the advantages of three-dimensional (3D) and collocated (Col) visual displays were evaluated in a realistic and complex visuomotor task. The two factors were evaluated independently, comparing Col-2D with dislocated-2D (experiment 1) and with Col-3D (experiment 2). As expected, in both cases the more immersive presentation condition facilitated better performance. Furthermore, improvement following training in the more immersive condition carried over to the following less immersive condition but there was no carry over in the opposing order of presentation. This is taken as an indication for the differential development of skills conditioned by the level of immersiveness of the training environment. This further suggests that learning of complex realistic tasks is not carried over from less immersive simulator to the complex sensory environment of reality, due to the large gap in sensory patterns.",1069235611,,,Scholarly Journals,,"Dror David Lev;Reiner, Miriam",,," Copyright © 2012 Dror David Lev and Miriam Reiner. Dror David Lev et al. This is an open access article distributed under the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.", 10.1155/2012/521521, Journal Article,,2012,1687-5893,, English,,,, New York,2012,Advances in Human - Computer Interaction,2012,2012,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/is-learning-low-immersive-environments-carried/docview/1069235611/se-2?accountid=14664,,,,,, n/a,,," Studies , Motor ability , Skills , Experiments , Technological change",,,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=Is+Learning+in+Low+Immersive+Environments+Carried+over+to+High+Immersive+Environments%3F&amp;author=Dror+David+Lev%3BReiner%2C+Miriam&amp;volume=2012&amp;issue=&amp;spage=&amp;date=2012-01-01&amp;rft.btitle=&amp;rft.jtitle=Advances+in+Human+-+Computer+Interaction&amp;issn=1687-5893&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
Revealing Context-Specific Conditioned Fear Memories with Full Immersion Virtual Reality,"The extinction of conditioned fear is known to be context specific, and often referred to as more robustly contextually bound than the fear memory itself (Bouton, 2004). Yet, recent findings in rodents have challenged the notion that contextual fear retention is initially generalized. The context specificity of a cued-fear memory to the learning context has not been addressed in the human literature largely due to limitations in methodology. Here we adapt a novel technology to test the context specificity of cued fear conditioning using full immersion 3-dimensional virtual reality (VR). During acquisition training, healthy participants navigated through virtual environments containing dynamic snake and spider conditioned stimuli (CSs), one of which was paired with electrical wrist stimulation. During a 24-hour delayed retention test, one group returned to the same context as acquisition training whereas another group experienced the CSs in a novel context. Unconditioned stimulus (US) expectancy ratings were assayed on-line during fear acquisition as an index of contingency awareness. Skin conductance responses (SCR) time-locked to CS onset were the dependent measure of cued fear, and skin conductance levels during the interstimulus interval were an index of context fear. Findings indicate that early in acquisition training, participants express contingency awareness as well as differential contextual fear, whereas differential cued fear emerged later in acquisition. During the retention test, differential cued fear retention was enhanced in the group who returned to the same context as acquisition training relative to the context shift group. The results extend recent rodent work to illustrate differences in cued and context fear acquisition and the contextual specificity of recent fear memories. Findings support the use of full immersion VR as a novel tool in cognitive neuroscience to bridge rodent models of contextual phenomena underlying human clinical disorders.",2298755425,,,Scholarly Journals,,"Huff, Nicole;Alba Hernandez, Jose;Fecteau, Matthew;Zielinski, David;Brady, Rachael;LaBar, Kevin S",," Duke University
611310"," © 2011. Notwithstanding the ProQuest Terms and conditions, you may use this content in accordance with the associated terms available at https://www.frontiersin.org/articles/10.3389/fnbeh.2011.00075 .", 10.3389/fnbeh.2011.00075, Journal Article, 2011-10-20," Nov 7, 2011",,, English, English,,, Lausanne,07-Nov-11,Frontiers in Behavioral Neuroscience,2011,,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/revealing-context-specific-conditioned-fear/docview/2298755425/se-2?accountid=14664,,,,," 2011-05-24 (Received) , 2011-10-20 (Accepted) , 2011-05-24 (Published)", n/a,,," Memory , Immersion , Fear & phobias , Food , Memory , Hypotheses , Conductance , Expectancy , Wrist , Neurosciences , Contingency , Computer applications , Interstimulus interval , Nervous system , Cognitive ability , Animal models , Virtual reality , Unconditioned stimulus , Fear conditioning , Extinction behavior , United States--US"," contextual fear , cued fear , Fear conditioning , Hippocampus , memory retention , virtual reality",,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=Revealing+Context-Specific+Conditioned+Fear+Memories+with+Full+Immersion+Virtual+Reality&amp;author=Huff%2C+Nicole%3BAlba+Hernandez%2C+Jose%3BFecteau%2C+Matthew%3BZielinski%2C+David%3BBrady%2C+Rachael%3BLaBar%2C+Kevin+S&amp;volume=&amp;issue=&amp;spage=&amp;date=2011-11-07&amp;rft.btitle=&amp;rft.jtitle=Frontiers+in+Behavioral+Neuroscience&amp;issn=&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
The transfer from survey (map-like) to route representations into Virtual Reality Mazes: effect of age and cerebral lesion,"  Abstract Background: To go from one place to another, we routinely generate internal representations of surrounding spaces, which can include egocentric (body-centred) and allocentric (world-centred) coordinates, combined into route and survey representations. Recent studies have shown how both egocentric and allocentric representations exist in parallel and are joined to support behaviour according to the task. Our study investigated the transfer from survey (map-like) to route representations in healthy and brain-damaged subjects. The aim was two-fold: first, to understand how this ability could change with age in a sample of healthy participants, aged from 40 to 71 years old; second, to investigate how it is affected after a brain lesion in a 8 patients' sample, with reference to specific neuropsychological frames. Methods: Participants were first required to perform the paper and pencil version of eight mazes, then to translate the map-like paths into egocentric routes, in order to find the right way into equivalent Virtual Reality (VR) mazes. Patients also underwent a comprehensive neuropsychological evaluation, including a specific investigation of some topographical orientation components. Results: As regards the healthy sample, we found age-related deterioration in VR task performance. While education level and gender were not found to be related to performance, global cognitive level (Mini Mental State Examination), previous experience with computer and fluidity of navigation into the VR appeared to influence VR task results. Considering the clinical sample, there was a difficulty in performing the VR Maze task; executive functions and visuo-spatial abilities deficits appeared to be more relevant for predicting patients' results. Conclusions: Our study suggests the importance of developing tools aimed at investigating the survey to route transfer ability in both healthy elderly and clinical samples, since this skill seems high cognitive demanding and sensitive to cognitive decline. Human-computer interaction issues should be considered in employing new technologies, such as VR environments, with elderly subjects and neurological patients.",902387408,21281510,,Scholarly Journals,,"Carelli, Laura;Rusconi, Maria Luisa;Scarabelli, Chiara;Stampatori, Chiara;Mattioli, Flavia;Riva, Giuseppe",,," © 2011 Carelli et al; licensee BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.", 10.1186/1743-0003-8-6, Journal Article,,2011,,, English, English,,6, London,2011,Journal of Neuroengineering and Rehabilitation,2011,8,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/transfer-survey-map-like-route-representations/docview/902387408/se-2?accountid=14664,,,,,,6,," Adult , Aged , Education , Female , Humans , Male , Middle Aged , Neuropsychological Tests , Orientation , Psychomotor Performance -- physiology , Sex Characteristics , Stroke -- psychology",,,,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=The+transfer+from+survey+%28map-like%29+to+route+representations+into+Virtual+Reality+Mazes%3A+effect+of+age+and+cerebral+lesion&amp;author=Carelli%2C+Laura%3BRusconi%2C+Maria+Luisa%3BScarabelli%2C+Chiara%3BStampatori%2C+Chiara%3BMattioli%2C+Flavia%3BRiva%2C+Giuseppe&amp;volume=8&amp;issue=&amp;spage=6&amp;date=2011-01-01&amp;rft.btitle=&amp;rft.jtitle=Journal+of+Neuroengineering+and+Rehabilitation&amp;issn=&amp;isbn=&amp;sid=ProQ%3Apubliccontent_21281510,Publicly Available Content Database
Transfer of Skills Evaluation for Assembly and Maintenance Training,"One of the research topics within the EU-project SKILLS 1 was the training of Industrial Maintenance and Assembly (IMA) tasks. The IMA demonstrator developed comprehends two different training platforms, one based on technologies of Virtual Reality (VR) and the other one on Augmented Reality (AR). To qualify the efficiency of the developed training systems different studies have been conducted, followed by a final “Transfer of Skill” evaluation that has been performed by service technicians at the “SIDEL industrial training centre” in Parma. This evaluation included qualitative methods (feedback collection in questionnaires) as well as quantitative methods (experiments with control groups). The results demonstrate that both platforms are useful and suitable training tools for IMA tasks, and that the AR training decreased the number of unsolved errors in the task.",1761125939,,,Conference Papers & Proceedings,,"Gavish, Nirit;Teresa Gutierrez Seco;Webel, Sabine;Rodriguez, Jorge;Peveri, Matteo;Bockholt, Uli",,," © Owned by the authors, published by EDP Sciences, 2011", 10.1051/bioconf/20110100028, Conference Proceedings, 2011-12-15,2011,2273-1709,, English, English,,, Les Ulis,2011,BIO Web of Conferences,2011,1,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/conference-papers-proceedings/transfer-skills-evaluation-assembly-maintenance/docview/1761125939/se-2?accountid=14664,,,,,, n/a,,," Assembly , Augmented reality , Computer applications , Training , Virtual reality , Platforms , Technicians , Plant maintenance , Control methods , Maintenance training , Training , Evaluation",,,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=proceeding&amp;atitle=Transfer+of+Skills+Evaluation+for+Assembly+and+Maintenance+Training&amp;author=Gavish%2C+Nirit%3BTeresa+Gutierrez+Seco%3BWebel%2C+Sabine%3BRodriguez%2C+Jorge%3BPeveri%2C+Matteo%3BBockholt%2C+Uli&amp;volume=1&amp;issue=&amp;spage=&amp;date=2011-01-01&amp;rft.btitle=&amp;rft.jtitle=BIO+Web+of+Conferences&amp;issn=2273-1709&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
Transfer of Skill from a Virtual Reality Trainer to Real Juggling,"The purpose of this study was to evaluate transfer of training from a virtual reality environment that captures visual and temporal-spatial aspects of juggling, but not the motor demands of juggling. Transfer of skill to real juggling was examined by comparing juggling performance of novices that either experienced both the virtual training protocol and real juggling practice, or only practiced real juggling. After ten days of training, participants who have alternated between real and virtual training demonstrated comparable performance to those who only practiced real juggling. Moreover, they adapted better to instructed changes in temporal-spatial constraints. These results imply that juggling relevant skill subcomponents can be trained in the virtual environment, and support the notion that cognitive aspects of a skill can be separately trained to enhance the acquisition of a complex perceptual-motor task. This study was performed within the SKILLS integrated project of the EC 6 th framework.",1761125913,,,Conference Papers & Proceedings,,"Lammfromm, Rotem;Gopher, Daniel",,," © Owned by the authors, published by EDP Sciences, 2011", 10.1051/bioconf/20110100054, Conference Proceedings, 2011-12-15,2011,2273-1709,, English, English,,, Les Ulis,2011,BIO Web of Conferences,2011,1,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/conference-papers-proceedings/transfer-skill-virtual-reality-trainer-real/docview/1761125913/se-2?accountid=14664,,,,,, n/a,,," Computer applications , Visual aspects , Training , Virtual reality , Visual stimuli , Cognitive ability , Virtual reality , Training , Transfer of training , Virtual environments",,,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=proceeding&amp;atitle=Transfer+of+Skill+from+a+Virtual+Reality+Trainer+to+Real+Juggling&amp;author=Lammfromm%2C+Rotem%3BGopher%2C+Daniel&amp;volume=1&amp;issue=&amp;spage=&amp;date=2011-01-01&amp;rft.btitle=&amp;rft.jtitle=BIO+Web+of+Conferences&amp;issn=2273-1709&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
Human Perception Test of Discontinuous Force and a Trial of Skill Transfer Using a Five-Fingered Haptic Interface,"In the transferring of expert skills, it takes a great deal of time and effort for beginners to obtain new skills, and it is difficult to teach the skills by using only words. For those reasons, a skill transfer system that uses virtual reality (VR) and a haptic interface technique is very attractive. In this study, we investigated the human perception of fingertip force with respect to the following changes: (1) the spatial change of the presented force, and (2) the change of the time to present the force. Based on the results of the perception experiments, we considered the skill transfer to a person's five fingers by using a five-fingered haptic interface robot.",856030996,,,Scholarly Journals,,"Endo, Takahiro;Kanno, Tomohiro;Kobayashi, Mana;Kawasaki, Haruhisa",,," Copyright © 2010 Takahiro Endo et al. This is an open access article distributed under the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.", 10.1155/2010/542360, Journal Article,,2010,1687-9600,, English,,,, New York,2010,Journal of Robotics,2010,2010,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/human-perception-test-discontinuous-force-trial/docview/856030996/se-2?accountid=14664,,,,,, n/a,,," Studies , Virtual reality , Interfaces , Training , Skills",,,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=Human+Perception+Test+of+Discontinuous+Force+and+a+Trial+of+Skill+Transfer+Using+a+Five-Fingered+Haptic+Interface&amp;author=Endo%2C+Takahiro%3BKanno%2C+Tomohiro%3BKobayashi%2C+Mana%3BKawasaki%2C+Haruhisa&amp;volume=2010&amp;issue=&amp;spage=&amp;date=2010-01-01&amp;rft.btitle=&amp;rft.jtitle=Journal+of+Robotics&amp;issn=1687-9600&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
Usability of a virtual reality environment simulating an automated teller machine for assessing and training persons with acquired brain injury,"  Doc number: 19 Abstract Objective: This study aimed to examine the usability of a newly designed virtual reality (VR) environment simulating the operation of an automated teller machine (ATM) for assessment and training. Design: Part I involved evaluation of the sensitivity and specificity of a non-immersive VR program simulating an ATM (VR-ATM). Part II consisted of a clinical trial providing baseline and post-intervention outcome assessments. Setting: A rehabilitation hospital and university-based teaching facilities were used as the setting. Participants: A total of 24 persons in the community with acquired brain injury (ABI) - 14 in Part I and 10 in Part II - made up the participants in the study. Interventions: In Part I, participants were randomized to receive instruction in either an ""early"" or a ""late"" VR-ATM program and were assessed using both the VR program and a real ATM. In Part II, participants were assigned in matched pairs to either VR training or computer-assisted instruction (CAI) teaching programs for six 1-hour sessions over a three-week period. Outcome Measures: Two behavioral checklists based on activity analysis of cash withdrawals and money transfers using a real ATM were used to measure average reaction time, percentage of incorrect responses, level of cues required, and time spent as generated by the VR system; also used was the Neurobehavioral Cognitive Status Examination. Results: The sensitivity of the VR-ATM was 100% for cash withdrawals and 83.3% for money transfers, and the specificity was 83% and 75%, respectively. For cash withdrawals, the average reaction time of the VR group was significantly shorter than that of the CAI group (p = 0.021). We found no significant differences in average reaction time or accuracy between groups for money transfers, although we did note positive improvement for the VR-ATM group. Conclusion: We found the VR-ATM to be usable as a valid assessment and training tool for relearning the use of ATMs prior to real-life practice in persons with ABI.",1643288423,20429955,,Scholarly Journals,,"Fong, Kenneth NK;Chow, Kathy YY;Chan, Bianca CH;Lam, Kino CK;Lee, Jeff CK;Li, Teresa HY;Yan, Elaine WH;Wong, Asta TY",,," © 2010 Fong et al; licensee BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.", 10.1186/1743-0003-7-19, Journal Article,,2010,,, English, English,,19, London,2010,Journal of Neuroengineering and Rehabilitation,2010,7,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/usability-virtual-reality-environment-simulating/docview/1643288423/se-2?accountid=14664,,,,,, n/a,," Adult , Female , Humans , Male , Middle Aged , Reaction Time , Sensitivity & Specificity",,,,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=Usability+of+a+virtual+reality+environment+simulating+an+automated+teller+machine+for+assessing+and+training+persons+with+acquired+brain+injury&amp;author=Fong%2C+Kenneth+NK%3BChow%2C+Kathy+YY%3BChan%2C+Bianca+CH%3BLam%2C+Kino+CK%3BLee%2C+Jeff+CK%3BLi%2C+Teresa+HY%3BYan%2C+Elaine+WH%3BWong%2C+Asta+TY&amp;volume=7&amp;issue=&amp;spage=&amp;date=2010-01-01&amp;rft.btitle=&amp;rft.jtitle=Journal+of+Neuroengineering+and+Rehabilitation&amp;issn=&amp;isbn=&amp;sid=ProQ%3Apubliccontent_20429955,Publicly Available Content Database
Kidney cancer website www.rak-nerki.pl (in Polish) as an accomplishment of the idea of progress,"  The idea of progress has been associated with a certain version of progressivism which stems from directional transformation, which means the change from a given state to another one. Therefore, a practical interpretation embraces leaving the state of primary cultural poverty, ignorance, and sense of being lost to higher levels of civilization. The idea of progress still plays pivotal roles in the development of modern medicine, which has triumphed for many years. To make real rules that present the heart of the idea of progress is possible only when civilizational progress has earlier come true. So it is not possible to gain innovations (in fact, they are the markers of progress) in medicine without cultural development, appearance of new technology, and social development. The internet is a worldwide network of connected computers which cooperate with each other at the level of data transfer. Physicians are a part of modern society or postmodern society, and like the rest of humans, they are changed similarly to others. Additionally, physicians bear responsibility for a high quality of work. The internet appears to be a good medium to exchange information which can be used for interpersonal communication, enter-tainment, education, business activity or industrial production purposes. Profes-sional internet portals give possibilities to make a virtual reality that is able to exist due to a virtual community. The latter consists of real humans working in various professions, for instance physicians. An individual person (e.g. a physician) is a part of the professional network. Further individual progress ensures that a given physician will be a crucial element of the network through his or her skills to get necessary data or to make professional databases broader.",1237582395,,,Scholarly Journals,,"Wcislo, Gabriel",,, Copyright Termedia Publishing House 2008,, Journal Article,,2008,1428-2526,7," English , Polish", English,,, Poznan,2008,Wspólczesna Onkologia,2008,12,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/kidney-cancer-website-www-rak-nerki-pl-polish-as/docview/1237582395/se-2?accountid=14664,,,,,,338,,,,,,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=Kidney+cancer+website+www.rak-nerki.pl+%28in+Polish%29+as+an+accomplishment+of+the+idea+of+progress&amp;author=Wcislo%2C+Gabriel&amp;volume=12&amp;issue=7&amp;spage=338&amp;date=2008-08-10&amp;rft.btitle=&amp;rft.jtitle=Wsp%C3%B3lczesna+Onkologia&amp;issn=1428-2526&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
An Approach for Assessing Training Effectiveness in Virtual Reality Environments,Virtual reality environments fall within the spectrum of training technologies currently available to promote knowledge transfer and skill development. The strength of virtual environments lies in their ability to portray the real-world operational system as an interactive multimodal environment. The degree of the similarity between the operational and virtual environments is typically described as system fidelity. We propose a statistical approach to assess the knowledge transfer and skill development by comparing the degree of theoretical mismatch between the virtual training environment and the actual operational environment based on physical cue fidelity and neurophysiological response mismatch. The proposed approach also enables identification of potential causes of response mismatches and provides systematic guidance to reduce the number of mismatch occurrences. [PUBLICATION ABSTRACT],192463554,,,Scholarly Journals,,"Durrani, Samiullah K;Geiger, Christopher D;Jones, David;Hale, Kelly",,, Copyright Institute of Industrial Engineers-Publisher 2008,, Feature,,2008,,, English,,, 452-456, Norcross,2008,IIE Annual Conference. Proceedings,2008,,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/scholarly-journals/approach-assessing-training-effectiveness-virtual/docview/192463554/se-2?accountid=14664, 61143 Professional and Management Development Training, 61143 Professional and Management Development Training,, 61143 Professional and Management Development Training,,452, 61143 Professional and Management Development Training,," Virtual reality , Technology , Skill development , Training",,,,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=article&amp;atitle=An+Approach+for+Assessing+Training+Effectiveness+in+Virtual+Reality+Environments&amp;author=Durrani%2C+Samiullah+K%3BGeiger%2C+Christopher+D%3BJones%2C+David%3BHale%2C+Kelly&amp;volume=&amp;issue=&amp;spage=452&amp;date=2008-01-01&amp;rft.btitle=&amp;rft.jtitle=IIE+Annual+Conference.+Proceedings&amp;issn=&amp;isbn=&amp;sid=ProQ%3Aabitrade_,ABI/INFORM Collection
Learning Effectiveness As A Function Of The Technologies Employed In Online Learning Settings,"Technology is often viewed as an important factor that impacts the effectiveness of online learning systems. To explore the importance of various technologies, the authors conducted a comprehensive study that investigates the experiences of students and instructors that are involved in online learning. A number of questionnaires concerning perceptions, experiences, resources, and perceived effectiveness related to online education developed by the research team have been administered to a sample of students (over 4,500) at a large number of educational institutions throughout the United States. Survey participants constitute a large sample group that represents diverse backgrounds from geographically dispersed institutions worldwide. Responses were analyzed and discussed in the paper. The analysis focuses on the utilization of technology in online education and explores how students view its effectiveness as a function of the types of technologies used. Study covers various standard technologies such as instant messaging, email, discussion boards, chat rooms, web conference, audio communication, and electronic whiteboard as well as the use of relatively new virtual reality based environments. A comparative analysis was also conducted to identify the differences between face-to-face and online learning settings. Based on the findings of the analysis and the data gathered from the survey participants, a number of design methods and techniques that would influence the development of effective online course delivery systems are developed. This study is the first step in a longer program of research that will ultimately yield enhanced systems for online learning. Effectiveness of online learning settings has become an important research question as the number of online programs increase dramatically in the last decade. Numerous researchers studied the effectiveness of online education. Since the research problem has multiple dimensions, different researchers focused on different aspects of online learning. For example, some researchers have studied the effectiveness of online learning by focusing on its implications on performance in work place. Lima et al. studied the determinants of effective online training to reveal how these variables affect learning performance and transfer performance, two important elements of training effectiveness in the workplace. Their study shows that effective online education (OE) systems need ease of interaction, computer self-efficacy, and efficient communication in the virtual perspective as well as institutional factors such as support of seniors and continuous learning culture1. The question of how to assess the effectiveness of online education is a challenging one by itself. Rovai2 proposed a framework that is designed to assess student performance, determine program and cost effectiveness, monitor quality of technology and support",2317751588,,,Conference Papers & Proceedings,,"Erol Ozan;Tabrizi, Mohammad;Wuensch, Karl;Aziz, Shahnaz;Kishore, Masao",,," © 2007. Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the associated terms available at https://peer.asee.org/about .",, Conference Proceedings, 2015-03-10," Jun 24, 2007",,, English, English,, 12.1008.1-12.1008.11, Atlanta,24-Jun-07,Association for Engineering Education - Engineering Library Division Papers,2007,,https://go.openathens.net/redirector/leeds.ac.uk?url=https://www.proquest.com/conference-papers-proceedings/learning-effectiveness-as-function-technologies/docview/2317751588/se-2?accountid=14664,,,,,, 12.1008.1,,," Research , Questions , On-line programming , Virtual reality , Computer assisted instruction--CAI , Studies , Education , On-line systems , Organizational aspects , Teachers , Online instruction , Researchers , Instant messaging systems , System effectiveness , Delivery systems , Performance evaluation , Distance learning , Education , Cost effectiveness , Training , Virtual environments , Students",,, https://peer.asee.org/learning-effectiveness-as-a-function-of-the-technologies-employed-in-online-learning-settings,https://leeds.primo.exlibrisgroup.com/openurl/44LEE_INST/44LEE_INST:VU1?genre=proceeding&amp;atitle=Learning+Effectiveness+As+A+Function+Of+The+Technologies+Employed+In+Online+Learning+Settings&amp;author=Erol+Ozan%3BTabrizi%2C+Mohammad%3BWuensch%2C+Karl%3BAziz%2C+Shahnaz%3BKishore%2C+Masao&amp;volume=&amp;issue=&amp;spage=12.1008.1&amp;date=2007-06-24&amp;rft.btitle=&amp;rft.jtitle=Association+for+Engineering+Education+-+Engineering+Library+Division+Papers&amp;issn=&amp;isbn=&amp;sid=ProQ%3Apubliccontent_,Publicly Available Content Database
