Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Bertrand J., Bhargava A., Madathil K.C., Gramopadhye A., Babu S.V.","55858839700;57194158382;37075253800;7005569103;9039004700;","The effects of presentation method and simulation fidelity on psychomotor education in a bimanual metrology training simulation",2017,"2017 IEEE Symposium on 3D User Interfaces, 3DUI 2017 - Proceedings",,, 7893318,"59","68",,7,"10.1109/3DUI.2017.7893318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019003187&doi=10.1109%2f3DUI.2017.7893318&partnerID=40&md5=01f06159d13212f502fbea389f779a5b","Clemson University, United States","Bertrand, J., Clemson University, United States; Bhargava, A., Clemson University, United States; Madathil, K.C., Clemson University, United States; Gramopadhye, A., Clemson University, United States; Babu, S.V., Clemson University, United States","In this study, we empirically evaluated the effects of presentation method and simulation fidelity on task performance and psychomotor skills acquisition in an immersive bimanual simulation towards precision metrology education. In a 2 × 2 experiment design, we investigated a large-screen immersive display (LSID) with a head-mounted display (HMD), and the presence versus absence of gravity. Advantages of the HMD include interacting with the simulation in a more natural manner as compared to using a large-screen immersive display due to the similarities between the interactions afforded in the virtual compared to the real-world task. Suspending the laws of physics may have an effect on usability and in turn could affect learning outcomes. Our dependent variables consisted of a pre and post cognition questionnaire, quantitative performance measures, perceived workload and system usefulness, and a psychomotor assessment to measure to what extent transfer of learning took place from the virtual to the real world. Results indicate that the HMD condition was preferable to the immersive display in several metrics while the no-gravity condition resulted in users adopting strategies that were not advantageous for task performance. © 2017 IEEE.","and virtual realities; augmented; H.5.1 [Information Interfaces and Presentation]: Multimedia Information Systems - Artificial","Personnel training; Units of measurement; User interfaces; Virtual reality; augmented; Dependent variables; H.5.1 [Information Interfaces and Presentation]: Multimedia Information Systems - Artificial; Head mounted displays; Large-screen immersive displays; Simulation fidelity; Training simulation; Transfer of learning; Helmet mounted displays",Conference Paper,"Final","",Scopus,2-s2.0-85019003187
"Anglin J., Saldana D., Schmiesing A., Liew S.-L.","57193856710;57194044260;57194041188;36992162200;","Transfer of a skilled motor learning task between virtual and conventional environments",2017,"Proceedings - IEEE Virtual Reality",,, 7892346,"401","402",,10,"10.1109/VR.2017.7892346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018412711&doi=10.1109%2fVR.2017.7892346&partnerID=40&md5=65da755f34034bf37533b59e030ddbca","University of Southern California, Los Angeles, CA, United States","Anglin, J., University of Southern California, Los Angeles, CA, United States; Saldana, D., University of Southern California, Los Angeles, CA, United States; Schmiesing, A., University of Southern California, Los Angeles, CA, United States; Liew, S.-L., University of Southern California, Los Angeles, CA, United States","Immersive, head-mounted virtual reality (HMD-VR) can be a potentially useful tool for motor rehabilitation. However, it is unclear whether the motor skills learned in HMD-VR transfer to the non-virtual world and vice-versa. Here we used a well-established test of skilled motor learning, the Sequential Visual Isometric Pinch Task (SVIPT), to train individuals in either an HMD-VR or conventional training (CT) environment. Participants were then tested in both environments. Our results show that participants who train in the CT environment have an improvement in motor performance when they transfer to the HMD-VR environment. In contrast, participants who train in the HMD-VR environment show a decrease in skill level when transferring to the CT environment. This has implications for how training in HMD-VR and CT may affect performance in different environments. © 2017 IEEE.","Skilled motor learning; Transfer; Virtual reality","E-learning; Helmet mounted displays; Virtual reality; Head mounted virtual reality; Motor learning; Motor performance; Motor rehabilitation; Motor skills; Skill levels; Transfer; Virtual worlds; Personnel training",Conference Paper,"Final","",Scopus,2-s2.0-85018412711
"Ng A.K.T.","57190281471;","Cognitive psychology and human factors engineering of virtual reality",2017,"Proceedings - IEEE Virtual Reality",,, 7892349,"407","408",,1,"10.1109/VR.2017.7892349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018458440&doi=10.1109%2fVR.2017.7892349&partnerID=40&md5=21c24a780861ae214df7983eca402d37","University of Hong Kong, Hong Kong, Hong Kong","Ng, A.K.T., University of Hong Kong, Hong Kong, Hong Kong","This position paper summarizes the author's research interest in Cognitive Psychology and Human-Computer Interaction in the imseCAVE, a CAVE-like system in the University of Hong Kong. Several areas of interest were explored while finding the thesis topic for the Ph.D. research. They include a perception research on distance estimation with proposed error correction mechanism, neurofeedback meditation with EEG in VR and the effect with audio and video, the study of training transfer in VR training, the comparison and research of cybersickness between HMD and the imseCAVE, and comparing VR gaming in TV, HMD, and the imseCAVE by performance, activity level and time perception. With a broad interest, the exact direction is still in the search and requires future exploration. © 2017 IEEE.","Cognitive psychology; HCI; Virtual environment","Error correction; Human computer interaction; Human engineering; Psychophysiology; Activity levels; Audio and video; Cognitive psychology; Correction mechanism; Distance estimation; Position papers; Research interests; Time perception; Virtual reality",Conference Paper,"Final","",Scopus,2-s2.0-85018458440
"Halabi O., El-Seoud S.A., Aljaam J.M., Alpona H., Al-Hemadi M., Al-Hassan D.","57203219290;6507058670;24528095900;56407207400;57194434607;57194429167;","Design of immersive virtual reality system to improve communication skills in individuals with autism",2017,"International Journal of Emerging Technologies in Learning","12","5",,"50","64",,10,"10.3991/ijet.v12i05.6766","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020066717&doi=10.3991%2fijet.v12i05.6766&partnerID=40&md5=e2208a321c0b786aa1272f0ea478869e","Department of Computer Science and Engineering, Qatar University, P.O. Box 2713, Doha, Qatar; Faculty of Informatics and Computer Science, The British University in Egypt, El Sherouk City, Cairo, Egypt","Halabi, O., Department of Computer Science and Engineering, Qatar University, P.O. Box 2713, Doha, Qatar; El-Seoud, S.A., Faculty of Informatics and Computer Science, The British University in Egypt, El Sherouk City, Cairo, Egypt; Aljaam, J.M., Department of Computer Science and Engineering, Qatar University, P.O. Box 2713, Doha, Qatar; Alpona, H., Department of Computer Science and Engineering, Qatar University, P.O. Box 2713, Doha, Qatar; Al-Hemadi, M., Department of Computer Science and Engineering, Qatar University, P.O. Box 2713, Doha, Qatar; Al-Hassan, D., Department of Computer Science and Engineering, Qatar University, P.O. Box 2713, Doha, Qatar","Individuals with autism spectrum disorder (ASD) regularly experience situations in which they need to give answers but do not know how to respond; for example, questions related to everyday life activities that are asked by strangers. Research geared at utilizing technology to mend social and communication impairments in children with autism is actively underway. Immersive virtual reality (VR) is a relatively recent technology that has the potential of being an effective therapeutic tool for developing various skills in autistic children. This paper presents an interactive scenario-based VR system developed to improve the communications skills of autistic children. The system utilizes speech recognition to provide natural interaction and role-play and turntaking to evaluate and verify the effectiveness of the immersive environment on the social performance of autistic children. In experiments conducted, participants showed more improved performance with a computer augmented virtual environment (CAVE) than with a head mounted display (HMD) or a normal desktop. The results indicate that immersive VR could be more satisfactory and motivational than desktop for children with ASD.","Autism spectrum disorder; Communication skill; Immersion; Social performance; Virtual reality","Diseases; Helmet mounted displays; Speech recognition; Technology transfer; Virtual reality; Autism spectrum disorders; Children with autisms; Communication skills; Head mounted displays; Immersion; Immersive environment; Immersive virtual reality; Social performance; Education",Article,"Final","",Scopus,2-s2.0-85020066717
"Lee H., Cho Y.-S.","57204033467;57204041517;","Virtual and mixed reality for students: How to control human factors",2017,"ICCE 2017 - 25th International Conference on Computers in Education: Technology and Innovation: Computer-Based Educational Systems for the 21st Century, Workshop Proceedings",,,,"343","354",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054174464&partnerID=40&md5=489c0f8f593877d3aeca1f316d0aa874","Korea Education and Research Information Service, South Korea","Lee, H., Korea Education and Research Information Service, South Korea; Cho, Y.-S., Korea Education and Research Information Service, South Korea","Emerging technologies, such as virtual reality and mixed reality, help teachers as well as students understand educational contents more easily. But we need to consider more deeply. Because most of the devices and contents that released recently are targeted at the game and entertainment market, it may well be doubted whether they are proper for education. Some people have difficulty in health and social aspects after experience virtual or mixed reality. In this paper, we introduce the human factors issues in the virtual and mixed reality area. If we know how to control human factors, virtual and mixed reality could be used more safely in education. We gathered the usage guides, best practices and guidelines about those. We analyze and put the parts commonly mentioned together. But the consideration of hardware itself is excluded. As a result, we propose human factor guideline for users and contents creators using virtual and mixed reality in education. © 2017 Asia-Pacific Society for Computers in Education. All rights reserved.","Augmented reality; Education; Guidelines; Human factors; Virtual reality","Augmented reality; E-learning; Education; Educational technology; Engineering research; Human engineering; Social aspects; Students; Teaching; Technology transfer; Virtual reality; Best practices; Educational contents; Emerging technologies; Guidelines; Mixed reality",Conference Paper,"Final","",Scopus,2-s2.0-85054174464
"Chen W., Ladeveze N., Clavel C., Bourdot P.","55918917900;26537655000;57210674262;14051447300;","Refined experiment of the altered human joystick for user cohabitation in multi-stereocopic immersive CVEs",2016,"2016 IEEE 3rd VR International Workshop on Collaborative Virtual Environments, 3DCVE 2016",,, 7563558,"1","8",,1,"10.1109/3DCVE.2016.7563558","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991287566&doi=10.1109%2f3DCVE.2016.7563558&partnerID=40&md5=bb8eb089f580f84d422dbe6a238fec7c","VENISE Group, CNRS-LIMSI, Orsay, France; CPU Group, CNRS-LIMSI, Orsay, France","Chen, W., VENISE Group, CNRS-LIMSI, Orsay, France; Ladeveze, N., VENISE Group, CNRS-LIMSI, Orsay, France; Clavel, C., CPU Group, CNRS-LIMSI, Orsay, France; Bourdot, P., VENISE Group, CNRS-LIMSI, Orsay, France","Immersive multi-user virtual environments give good support for closely-coupled collaboration between co-located users. More complex collaborative tasks may require individual user navigation to achieve loosely-coupled collaboration. We designed a navigation framework based on the human joystick metaphor with some alterations for cohabitation management. This model allows each user to navigate independently using a human joystick based control while avoiding physical obstacles and staying within the usable part of the system. We conducted a series of user studies to investigate the influence of each alteration by testing their combinations on various navigation tasks. The results show that modified transfer functions and adaptive neutral orientations improve users' cohabitation performance, while the impact of adaptive neutral positions need to be further studied. © 2016 IEEE.","I.3.7 [Computer Graphics]: Three-Dimensional Graphics and Realism-Virtual Reality","Computer graphics; Navigation; Virtual reality; Co-located; Collaborative tasks; I.3.7 [computer graphics]: three-dimensional graphics and realism - virtual realities; Loosely coupled; Multi-user virtual environment; Navigation tasks; User navigation; User study; Three dimensional computer graphics",Conference Paper,"Final","",Scopus,2-s2.0-84991287566
"Sankaranarayanan G., Li B., Manser K., Jones S.B., Jones D.B., Schwaitzberg S., Cao C.G.L., De S.","15623319200;57169023100;55996844500;15739783000;55387240300;7007036892;25957557800;7202304567;","Face and construct validation of a next generation virtual reality (Gen2-VR©) surgical simulator",2016,"Surgical Endoscopy","30","3",,"979","985",,13,"10.1007/s00464-015-4278-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959176014&doi=10.1007%2fs00464-015-4278-7&partnerID=40&md5=a5508327f4021456b0383555601182e6","Center for Modeling, Simulation and Imaging in Medicine (CeMSIM), Rensselaer Polytechnic Institute, 110 8th Street, JEC 2049, Troy, NY  12180, United States; School of Mechanical Engineering and Automation, Northeastern University, Shenyang, China; Cambridge Health Alliance, Cambridge, MA, United States; Beth Israel Deaconess Medical Center, Boston, MA, United States; Wright State University, Dayton, OH, United States; Department of Mechanical, Aerospace and Nuclear Engineering, Rensselaer Polytechnic Institute, 110 8th Street, JEC 2049, Troy, NY  12180, United States","Sankaranarayanan, G., Center for Modeling, Simulation and Imaging in Medicine (CeMSIM), Rensselaer Polytechnic Institute, 110 8th Street, JEC 2049, Troy, NY  12180, United States; Li, B., Center for Modeling, Simulation and Imaging in Medicine (CeMSIM), Rensselaer Polytechnic Institute, 110 8th Street, JEC 2049, Troy, NY  12180, United States, School of Mechanical Engineering and Automation, Northeastern University, Shenyang, China; Manser, K., Cambridge Health Alliance, Cambridge, MA, United States; Jones, S.B., Beth Israel Deaconess Medical Center, Boston, MA, United States; Jones, D.B., Beth Israel Deaconess Medical Center, Boston, MA, United States; Schwaitzberg, S., Cambridge Health Alliance, Cambridge, MA, United States; Cao, C.G.L., Wright State University, Dayton, OH, United States; De, S., Center for Modeling, Simulation and Imaging in Medicine (CeMSIM), Rensselaer Polytechnic Institute, 110 8th Street, JEC 2049, Troy, NY  12180, United States, Department of Mechanical, Aerospace and Nuclear Engineering, Rensselaer Polytechnic Institute, 110 8th Street, JEC 2049, Troy, NY  12180, United States","Introduction: Surgical performance is affected by distractors and interruptions to surgical workflow that exist in the operating room. However, traditional surgical simulators are used to train surgeons in a skills laboratory that does not recreate these conditions. To overcome this limitation, we have developed a novel, immersive virtual reality (Gen2-VR©) system to train surgeons in these environments. This study was to establish face and construct validity of our system. Methods and procedures: The study was a within-subjects design, with subjects repeating a virtual peg transfer task under three different conditions: Case I: traditional VR; Case II: Gen2-VR© with no distractions and Case III: Gen2-VR© with distractions and interruptions. In Case III, to simulate the effects of distractions and interruptions, music was played intermittently, the camera lens was fogged for 10 s and tools malfunctioned for 15 s at random points in time during the simulation. At the completion of the study subjects filled in a 5-point Likert scale feedback questionnaire. A total of sixteen subjects participated in this study. Results: Friedman test showed significant difference in scores between the three conditions (p &lt; 0.0001). Post hoc analysis using Wilcoxon signed-rank tests with Bonferroni correction further showed that all the three conditions were significantly different from each other (Case I, Case II, p &lt; 0.0001), (Case I, Case III, p &lt; 0.0001) and (Case II, Case III, p = 0.009). Subjects rated that fog (mean 4.18) and tool malfunction (median 4.56) significantly hindered their performance. Conclusion: The results showed that Gen2-VR© simulator has both face and construct validity and that it can accurately and realistically present distractions and interruptions in a simulated OR, in spite of limitations of the current HMD hardware technology. © 2015, Springer Science+Business Media New York.","Cognitive simulator; Face and construct validation; Gen2-VR©; Head-mounted display; Immersive virtual reality; Surgery simulator","accuracy; Article; Bonferroni correction; camera; computer program; construct validity; face validity; female; Friedman test; human; human experiment; Likert scale; male; monitor; music; operating room; post hoc analysis; priority journal; simulator; statistical model; surgeon; surgery simulator; surgical training; virtual reality; Wilcoxon signed ranks test; attention; computer interface; education; feedback system; laparoscopy; procedures; simulation training; validation study; Attention; Feedback; Female; Humans; Laparoscopy; Male; Simulation Training; User-Computer Interface",Article,"Final","",Scopus,2-s2.0-84959176014
"Vašl J., Oblak A., Peternelj T.T., Klett J., Martín-Santamaría S., Gioannini T.L., Weiss J.P., Jerala R.","6504445662;18437495800;41361811800;57207720595;6603039597;56774946900;7402740912;7004624486;","Molecular basis of the functional differences between soluble human versus murine MD-2: Role of Val135 in transfer of lipopolysaccharide from CD14 to MD-2",2016,"Journal of Immunology","196","5",,"2309","2318",,6,"10.4049/jimmunol.1502074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962016594&doi=10.4049%2fjimmunol.1502074&partnerID=40&md5=c3ad0129ed0851b0919b76b02f92499b","Department of Biotechnology, National Institute of Chemistry, Hajdrihova 19, P.O. Box 660, Ljubljana, SI-1000, Slovenia; Center for Biological Research, Superior Council for Scientific Research, Madrid, 28040, Spain; Department of Microbiology, Carver College of Medicine, University of Iowa, Iowa City, IA  52241, United States; Veterans Affairs Medical Center, Iowa City, IA  52246, United States; Excellent Nuclear Magnetic Resonance, Future Innovation for Sustainable Technologies Center of Excellence, Ljubljana, 1000, Slovenia","Vašl, J., Department of Biotechnology, National Institute of Chemistry, Hajdrihova 19, P.O. Box 660, Ljubljana, SI-1000, Slovenia; Oblak, A., Department of Biotechnology, National Institute of Chemistry, Hajdrihova 19, P.O. Box 660, Ljubljana, SI-1000, Slovenia; Peternelj, T.T., Department of Biotechnology, National Institute of Chemistry, Hajdrihova 19, P.O. Box 660, Ljubljana, SI-1000, Slovenia; Klett, J., Center for Biological Research, Superior Council for Scientific Research, Madrid, 28040, Spain; Martín-Santamaría, S., Center for Biological Research, Superior Council for Scientific Research, Madrid, 28040, Spain; Gioannini, T.L., Department of Microbiology, Carver College of Medicine, University of Iowa, Iowa City, IA  52241, United States, Veterans Affairs Medical Center, Iowa City, IA  52246, United States; Weiss, J.P., Department of Microbiology, Carver College of Medicine, University of Iowa, Iowa City, IA  52241, United States; Jerala, R., Department of Biotechnology, National Institute of Chemistry, Hajdrihova 19, P.O. Box 660, Ljubljana, SI-1000, Slovenia, Excellent Nuclear Magnetic Resonance, Future Innovation for Sustainable Technologies Center of Excellence, Ljubljana, 1000, Slovenia","Myeloid differentiation factor 2 (MD-2) is an extracellular protein, associated with the ectodomain of TLR4, that plays a critical role in the recognition of bacterial LPS. Despite high overall structural and functional similarity, human (h) and murine (m) MD-2 exhibit several species-related differences. hMD-2 is capable of binding LPS in the absence of TLR4, whereas mMD-2 supports LPS responsiveness only when mMD-2 and mTLR4 are coexpressed in the same cell. Previously, charged residues at the edge of the LPS binding pocket have been attributed to this difference. In this study, site-directed mutagenesis was used to explore the hydrophobic residues within the MD-2 binding pocket as the source of functional differences between hMD-2 and mMD-2. Whereas decreased hydrophobicity of residues 61 and 63 in the hMD-2 binding pocket retained the characteristics of wild-type hMD-2, a relatively minor change of valine to alanine at position 135 completely abolished the binding of LPS to the hMD-2 mutant. The mutant, however, retained the LPS binding in complex with TLR4 and also cell activation, resulting in a murine-like phenotype. ©2016 by The American Association of Immunologists, Inc.",,"alanine; biological factor; CD14 antigen; human myeloid differentiation factor 2; lipopolysaccharide; murine myeloid differentiation factor 2; toll like receptor 4; unclassified drug; valine; CD14 antigen; lipopolysaccharide; protein binding; protein MD 2; toll like receptor 4; amino acid substitution; Article; binding site; cell activation; controlled study; human; human cell; hydrophobicity; molecular biology; nonhuman; phenotype; priority journal; site directed mutagenesis; species difference; amino acid sequence; animal; cell line; chemical phenomena; chemical structure; chemistry; gene expression; genetics; metabolism; molecular genetics; mouse; protein conformation; protein domain; sequence alignment; structure activity relation; transport at the cellular level; Amino Acid Sequence; Animals; Antigens, CD14; Binding Sites; Biological Transport; Cell Line; Gene Expression; Humans; Hydrophobic and Hydrophilic Interactions; Lipopolysaccharides; Lymphocyte Antigen 96; Mice; Models, Molecular; Molecular Sequence Data; Mutagenesis, Site-Directed; Protein Binding; Protein Conformation; Protein Interaction Domains and Motifs; Sequence Alignment; Structure-Activity Relationship; Toll-Like Receptor 4",Article,"Final","",Scopus,2-s2.0-84962016594
"Turkan Y., Karabulut-Ilgu A., Radkowski R., Chen A., Behzadan A.H., Jahren C.T.","54390463700;57190805412;10043883300;57215560344;15073914400;6603866838;","Mobile augmented reality implementation for teaching structural analysis",2016,"23rd International Workshop of the European Group for Intelligent Computing in Engineering, EG-ICE 2016",,,,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987741097&partnerID=40&md5=aca85a7504888958f54fe9be09b5c33a","Iowa State University, United States; Missouri State University, United States","Turkan, Y., Iowa State University, United States; Karabulut-Ilgu, A., Iowa State University, United States; Radkowski, R., Iowa State University, United States; Chen, A., Iowa State University, United States; Behzadan, A.H., Missouri State University, United States; Jahren, C.T., Iowa State University, United States","In this paper, augmented reality (AR) technology is used to design and launch a mobile application to visualize structural components, and their behavior under loading, which will help students transfer their abstract knowledge into real world situations. To validate results, a set of example problems are used that include questions concerning structural component behavior under loading. For these examples, 3D models are developed and overlaid on top of the book images to help students see the effect of loads on structures in action. For assessment, both control and experimental groups are deployed and students learning is measured in order to investigate the design characteristics of an effective pedagogy involving AR to teach structural analysis, how AR impacts students learning, the role of AR in creating an inclusive learning environment that caters to various learning styles, and enhancing students adaptive flexibility, and how AR impacts students engagement in the learning process.",,"Augmented reality; Computer aided instruction; Human computer interaction; Intelligent computing; Structural analysis; Students; Teaching; Design characteristics; Experimental groups; Learning environments; Mobile applications; Mobile augmented reality; Real world situations; Structural component; Students learning; Education",Conference Paper,"Final","",Scopus,2-s2.0-84987741097
"Alghamdi M., Regenbrecht H., Hoermann S., Langlotz T., Aldridge C.","36459710000;6603333462;54787745300;8250843500;57062294500;","Social presence and mode of video communication in a Collaborative Virtual Environment",2016,"Pacific Asia Conference on Information Systems, PACIS 2016 - Proceedings",,,,"","",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011117105&partnerID=40&md5=0235f7bf3ef9f4bdceecd4b42a98b91e","Department of Information Science, University of Otago, New Zealand; School of Electrical and Information Engineering, University of Sydney, Sydney, Australia","Alghamdi, M., Department of Information Science, University of Otago, New Zealand; Regenbrecht, H., Department of Information Science, University of Otago, New Zealand; Hoermann, S., School of Electrical and Information Engineering, University of Sydney, Sydney, Australia; Langlotz, T., Department of Information Science, University of Otago, New Zealand; Aldridge, C., Department of Information Science, University of Otago, New Zealand","Collaborative Virtual Environments (CVE) with co-located or remote video communication functionality require a continuous experience of social presence. If, at any stage during the experience the communication interrupts presence then the CVE experience as a whole is affected - spatial presence is then decoupled from social presence. We present a solution to this problem by introducing the concept of a virtualized version of Google Glass™ called Virtual Glass. Virtual Glass is integrated into the CVE as a real-world metaphor for a communication device, one particularly suited for collaborative instructor-performer systems. Together with domain experts we developed a prototype system based on an instructor-performer architecture. In two studies with a total number of 115 participants we showed that the concept of Virtual Glass is effective, that it supports a high level of social presence and that the social presence for the performers is rated significantly higher than a standard picture-in-picture videoconferencing approach used for the performers. We present our experimental system, our studies, and the generalizability of our approach towards future uses.","Human-computer interface; Videoconferencing; Virtual reality","Display devices; Glass; Human computer interaction; Information systems; Video conferencing; Collaborative virtual environment; Communication device; Domain experts; Experimental system; Human computer interfaces; Prototype system; Social presence; Video communications; Virtual reality",Conference Paper,"Final","",Scopus,2-s2.0-85011117105
"Katz B.F.G., Felinto D.Q., Touraine D., Poirier-Quinot D., Bourdot P.","35557015800;54788920100;6506895230;55613431100;14051447300;","BlenderVR: Open-source framework for interactive and immersive VR",2015,"2015 IEEE Virtual Reality Conference, VR 2015 - Proceedings",,, 7223366,"203","204",,12,"10.1109/VR.2015.7223366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954548555&doi=10.1109%2fVR.2015.7223366&partnerID=40&md5=9cd4b67baa192a1ea65bdcc275d8639b","LIMSI-CNRS, Campus Universitaire d'Orsay, Orsay, France","Katz, B.F.G., LIMSI-CNRS, Campus Universitaire d'Orsay, Orsay, France; Felinto, D.Q., LIMSI-CNRS, Campus Universitaire d'Orsay, Orsay, France; Touraine, D., LIMSI-CNRS, Campus Universitaire d'Orsay, Orsay, France; Poirier-Quinot, D., LIMSI-CNRS, Campus Universitaire d'Orsay, Orsay, France; Bourdot, P., LIMSI-CNRS, Campus Universitaire d'Orsay, Orsay, France","BlenderVR is an open-source project framework for interactive and immersive applications based on an extension of the Blender Game Engine to Virtual Reality applications. BlenderVR is a generalization of the BlenderCAVE project, accounting for alternate platforms (e.g., HMD, video-walls). The goal is to provide a flexible and easy to use framework for the creation of VR applications for various platforms, making use of the existing power of the BGE's graphics rendering and physics engine. Compatible with 3 major Operating Systems, BlenderVR has been developed by VR researchers with support from the Blender Community. BlenderVR currently handles multi-screen/multi-user tracked stereoscopic rendering through efficient low-level master/slave synchronization process with multimodal interactions via OSC and VRPN protocols. © 2015 IEEE.","H.5.1 [Multimedia Information Systems]: Artificial, augmented, and virtual realities; I.3.2 [Graphics Systems]: Distributed/network graphics","Blending; Computer graphics; Stereo image processing; Three dimensional computer graphics; Virtual reality; Distributed/network graphics; H.5.1 [multimedia information systems]: artificial , augmented , and virtual realities; Immersive application; Multi-Modal Interactions; Open source frameworks; Open source projects; Stereoscopic renderings; Synchronization process; Rendering (computer graphics)",Conference Paper,"Final","",Scopus,2-s2.0-84954548555
"Andrews S., Vincent J.B., McCormick J.","57185000800;57184835300;57197554028;","Duet: Improvising spatial dialogues with an artificially intelligent agent",2015,"SUI 2015 - Proceedings of the 3rd ACM Symposium on Spatial User Interaction",,,,"57","60",,,"10.1145/2788940.2788952","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961205751&doi=10.1145%2f2788940.2788952&partnerID=40&md5=217ef1efc54e66e4387fe530c4afaac3","Deakin University, 221 Burwood Highway, Burwood, VIC  3125, Australia","Andrews, S., Deakin University, 221 Burwood Highway, Burwood, VIC  3125, Australia; Vincent, J.B., Deakin University, 221 Burwood Highway, Burwood, VIC  3125, Australia; McCormick, J., Deakin University, 221 Burwood Highway, Burwood, VIC  3125, Australia","This paper presents an experimental framework for a virtual reality artwork, Duet, that employs a combination of live, full body motion capture and Oculus Rift HMD to construct an experience through which a human User can spatially interact with an artificially intelligent Agent. The project explores conceptual notions of embodied knowledge transfer, shared poetics of movement and distortions of the body schema. Within this context, both the User and the Agent become performers, constructing an intimate and spontaneously generated proximal space. The project generates a visualization of the relationship between the User and the Agent without the context of a fixed VR landscape or architecture. The Agent's ability to retain and accumulate movement knowledge in a way that mimics human learning transforms an interactive experience into a collaborative one. The virtual representation of both performers is distorted and amplified in a dynamic manner, enhancing the potential for creative dialogue between the Agent and the User. © 2015 ACM.","Aesthetic Interaction; Agents and Intelligent Systems; Embodiment; Performance; Virtual Reality","Intelligent agents; Intelligent systems; Knowledge management; Virtual reality; Aesthetic Interaction; Embodied knowledge; Embodiment; Full-body motions; Human learning; Performance; Proximal spaces; Virtual representations; Intelligent virtual agents",Conference Paper,"Final","",Scopus,2-s2.0-84961205751
